shipment_id,from_city,to_city,distance_km,weight_kg,volume_m3,cargo_type,carrier,cost_rub,base_cost_per_km,date,status,delivery_days,carrier_reliability,cargo_fragility,customer_id,customer_segment,insurance,insurance_cost,fuel_surcharge,priority,payment_method,has_return,return_cost
1222,Казань,Ростов-на-Дону,1467,1945,1.36,Продукты,Грузовоз,65023.61,39.64,2023-01-04,Доставлен,2.0,0.9,0.6,1614,B,True,1300.47,5714.18,Экспресс,Предоплата,False,0.0
1223,Новосибирск,Самара,750,4321,1.3,Электроника,ЖДД,32152.87,24.08,2023-09-24,Доставлен,3.0,0.98,0.8,6913,A,False,0.0,3126.53,Стандарт,Постоплата,False,0.0
1224,Самара,Москва,1024,2697,1.08,Одежда,ЖДД,45922.09,44.97,2023-11-30,Доставлен,3.0,0.98,0.2,8922,B,False,918.44,2672.61,Стандарт,Предоплата,False,0.0
1225,Москва,Новосибирск,2800,2223,0.89,Игрушки,Деловые Линии,100552.54,28.29,2023-12-15,В пути,,0.95,0.4,7627,A,False,2011.05,10753.1,Стандарт,Постоплата,False,0.0
1226,Москва,Омск,452,3096,2.79,Мебель,Байкал Сервис,43414.14,46.25,2023-09-25,Ожидает отправки,,0.93,0.5,9262,C,True,0.0,5124.13,Стандарт,Постоплата,False,34731.31
1227,Санкт-Петербург,Казань,2371,4008,1.6,Одежда,Грузовоз,102231.64,37.1,2023-06-06,Доставлен,2.0,0.9,0.2,7280,C,True,0.0,6937.13,Экспресс,Предоплата,False,0.0
1228,Санкт-Петербург,Казань,1564,896,1.08,Автозапчасти,Деловые Линии,78562.59,42.75,2023-10-26,Ожидает отправки,,0.95,0.4,5478,B,False,0.0,10075.59,Экспресс,Постоплата,False,0.0
1229,Москва,Екатеринбург,1800,1746,1.05,Канцелярия,Энергия,48505.13,22.47,2023-05-14,Доставлен,3.0,0.96,0.3,1030,A,True,970.1,6103.44,Стандарт,Постоплата,False,0.0
1230,Санкт-Петербург,Самара,1668,2555,1.53,Канцелярия,Энергия,90242.04,38.21,2024-01-05,В пути,,0.96,0.3,9802,A,False,0.0,7720.83,Экспресс,50/50,False,0.0
1231,Москва,Красноярск,1625,2274,1.14,Медицина,ПЭК,44605.72,15.24,2023-10-17,Доставлен,4.0,0.92,0.9,3579,B,True,892.11,5396.77,Стандарт,Постоплата,False,0.0
1232,Самара,Омск,2238,1212,0.48,Одежда,Энергия,80371.68,35.7,2023-08-03,Доставлен,5.0,0.96,0.2,1356,C,False,1607.43,11149.69,Стандарт,Предоплата,False,0.0
1233,Санкт-Петербург,Ростов-на-Дону,2189,130,0.33,Стройматериалы,Мэйджор,56446.28,27.37,2023-03-03,Доставлен,5.0,0.99,0.1,2909,A,False,0.0,6883.1,Супер-экспресс,50/50,False,0.0
1234,Москва,Красноярск,1800,282,0.34,Автозапчасти,Мэйджор,104225.68,40.45,2023-11-02,Доставлен,2.0,0.99,0.4,2398,B,True,0.0,10685.55,Супер-экспресс,50/50,False,83380.54
1235,Красноярск,Казань,1770,3887,1.55,Игрушки,Энергия,95524.38,35.57,2024-01-16,Доставлен,3.0,0.96,0.4,3916,B,True,0.0,6678.41,Супер-экспресс,Предоплата,False,0.0
1236,Екатеринбург,Москва,1800,2956,2.07,Продукты,Грузовоз,41821.21,16.57,2023-02-05,Доставлен,4.0,0.9,0.6,9271,B,True,836.42,3828.5,Экспресс,Предоплата,False,0.0
1237,Омск,Уфа,1497,1166,1.28,Химия,Грузовоз,92813.89,47.13,2023-03-19,Доставлен,2.0,0.9,0.7,5265,A,False,1856.28,8125.39,Супер-экспресс,Предоплата,False,0.0
1238,Челябинск,Екатеринбург,1034,1729,0.69,Одежда,ЖДД,33398.62,34.9,2023-03-10,Доставлен,1.0,0.98,0.2,3339,B,True,667.97,3160.91,Супер-экспресс,50/50,False,0.0
1239,Москва,Омск,1471,4775,3.34,Продукты,Энергия,127600.94,48.58,2023-08-13,Доставлен,1.0,0.96,0.6,7313,C,True,0.0,17556.63,Стандарт,50/50,False,102080.75
1240,Красноярск,Ростов-на-Дону,2509,4122,1.24,Электроника,ПЭК,100346.26,21.89,2023-12-11,Доставлен,3.0,0.92,0.8,7310,A,False,0.0,8218.08,Стандарт,Предоплата,False,0.0
1241,Самара,Омск,1328,2835,2.55,Мебель,ПЭК,96088.54,48.89,2023-08-02,Доставлен,3.0,0.92,0.5,7123,C,False,1921.77,13085.09,Экспресс,50/50,False,0.0
1242,Москва,Ростов-на-Дону,747,3627,9.07,Стройматериалы,ПЭК,20801.87,30.91,2023-05-18,Доставлен,1.0,0.92,0.1,8284,C,True,0.0,2074.1,Стандарт,Предоплата,False,0.0
1243,Ростов-на-Дону,Омск,2020,533,0.37,Продукты,ПЭК,45748.21,22.23,2023-02-16,Доставлен,5.0,0.92,0.6,6491,B,False,0.0,5458.12,Стандарт,50/50,False,0.0
1244,Москва,Красноярск,1818,2141,2.36,Химия,Энергия,103616.82,27.91,2023-01-09,Доставлен,4.0,0.96,0.7,1322,A,True,0.0,13891.86,Стандарт,50/50,False,0.0
1245,Москва,Новосибирск,2800,2160,1.3,Канцелярия,Ратэк,96172.65,36.27,2023-03-09,Доставлен,6.0,0.91,0.3,6006,B,True,0.0,11193.16,Экспресс,50/50,True,0.0
1246,Нижний Новгород,Челябинск,2442,2403,2.88,Автозапчасти,ЖДД,123654.23,47.03,2023-01-07,Доставлен,6.0,0.98,0.4,4431,A,False,0.0,15726.62,Стандарт,50/50,False,0.0
1247,Уфа,Самара,2191,590,0.41,Продукты,Энергия,112203.14,40.18,2023-07-11,Задержан,,0.96,0.6,4062,C,False,0.0,11529.46,Стандарт,Предоплата,False,0.0
1248,Санкт-Петербург,Москва,710,2384,2.86,Автозапчасти,Энергия,36044.5,31.46,2023-01-29,Доставлен,3.0,0.96,0.4,9836,C,False,0.0,3095.09,Экспресс,50/50,False,0.0
1249,Москва,Самара,2224,405,0.24,Канцелярия,Мэйджор,77590.44,32.87,2023-08-17,Доставлен,4.0,0.99,0.3,3327,A,True,0.0,5326.82,Супер-экспресс,50/50,False,0.0
1250,Санкт-Петербург,Челябинск,442,1354,0.41,Электроника,Грузовоз,29421.68,41.27,2023-05-20,Доставлен,1.0,0.9,0.8,7584,C,True,0.0,2318.37,Экспресс,Предоплата,False,0.0
1251,Новосибирск,Москва,2288,4673,1.87,Игрушки,Байкал Сервис,155234.56,48.03,2023-06-06,Доставлен,5.0,0.93,0.4,6104,B,False,3104.69,22263.15,Экспресс,Предоплата,False,0.0
1252,Самара,Уфа,2312,4480,4.93,Химия,Ратэк,121321.44,32.3,2024-01-15,Доставлен,3.0,0.91,0.7,4123,A,False,2426.43,12130.78,Экспресс,Постоплата,False,0.0
1253,Казань,Самара,2630,4425,1.77,Игрушки,ЖДД,138435.17,42.35,2024-01-02,В пути,,0.98,0.4,9598,B,True,2768.7,7633.87,Экспресс,Постоплата,False,0.0
1254,Красноярск,Санкт-Петербург,669,3986,2.79,Продукты,Энергия,45445.75,35.44,2023-09-28,Доставлен,1.0,0.96,0.6,6640,C,False,908.91,2628.05,Стандарт,Постоплата,False,0.0
1255,Москва,Казань,800,3689,2.58,Продукты,Ратэк,53098.2,46.05,2023-04-04,Доставлен,2.0,0.91,0.6,7783,A,True,0.0,6105.71,Супер-экспресс,50/50,False,0.0
1256,Москва,Екатеринбург,1800,643,0.26,Игрушки,ПЭК,30622.07,16.33,2023-07-21,Доставлен,4.0,0.92,0.4,1856,A,True,612.44,3543.84,Экспресс,Постоплата,False,0.0
1257,Санкт-Петербург,Самара,628,4183,5.02,Автозапчасти,Энергия,28893.18,24.97,2023-01-22,В пути,,0.96,0.4,1110,A,True,577.86,2352.36,Экспресс,50/50,False,0.0
1258,Новосибирск,Самара,348,241,0.14,Канцелярия,Ратэк,11350.51,31.95,2023-05-27,Доставлен,1.0,0.91,0.3,6226,A,False,227.01,943.95,Супер-экспресс,50/50,False,0.0
1259,Санкт-Петербург,Красноярск,1966,2428,2.91,Автозапчасти,Деловые Линии,79838.17,29.32,2023-05-29,Доставлен,4.0,0.95,0.4,8133,C,False,0.0,9177.57,Экспресс,Предоплата,False,0.0
1260,Новосибирск,Москва,2781,1858,2.23,Автозапчасти,Деловые Линии,79759.0,26.82,2023-05-06,Доставлен,3.0,0.95,0.4,6627,A,False,0.0,7376.05,Экспресс,50/50,False,0.0
1261,Екатеринбург,Самара,2499,4905,1.96,Одежда,Байкал Сервис,150005.8,47.94,2023-04-23,Доставлен,4.0,0.93,0.2,7653,B,True,3000.12,8583.47,Супер-экспресс,50/50,False,0.0
1262,Казань,Новосибирск,2801,1275,0.76,Канцелярия,ПЭК,95254.14,40.47,2023-07-13,Доставлен,4.0,0.92,0.3,1444,A,True,0.0,8755.12,Супер-экспресс,Постоплата,False,0.0
1263,Уфа,Самара,2289,4268,1.71,Одежда,Мэйджор,146380.73,45.96,2023-11-23,Доставлен,5.0,0.99,0.2,4000,A,True,2927.61,12055.02,Стандарт,50/50,False,0.0
1264,Нижний Новгород,Красноярск,1882,4705,5.65,Автозапчасти,Мэйджор,86731.6,26.03,2023-05-10,Задержан,,0.99,0.4,8734,B,True,1734.63,6477.6,Супер-экспресс,50/50,False,0.0
1265,Москва,Екатеринбург,1800,3350,1.34,Игрушки,Деловые Линии,47641.37,16.65,2023-12-21,Доставлен,2.0,0.95,0.4,3449,A,True,952.83,5913.82,Экспресс,50/50,True,0.0
1266,Красноярск,Ростов-на-Дону,834,1707,1.02,Канцелярия,Мэйджор,38923.06,36.54,2024-01-10,Доставлен,2.0,0.99,0.3,3038,A,False,0.0,5332.2,Супер-экспресс,50/50,False,0.0
1267,Уфа,Челябинск,2865,2438,0.98,Одежда,Энергия,147170.68,40.41,2023-03-27,Доставлен,6.0,0.96,0.2,8116,C,True,0.0,14296.87,Супер-экспресс,Постоплата,False,0.0
1268,Омск,Самара,1426,1326,0.93,Продукты,ПЭК,47071.32,28.57,2023-12-31,Доставлен,1.0,0.92,0.6,2679,A,False,0.0,6478.76,Стандарт,50/50,False,0.0
1269,Москва,Омск,1330,1247,1.12,Мебель,Ратэк,31759.49,18.07,2023-09-11,Доставлен,2.0,0.91,0.5,8200,C,False,0.0,4124.48,Супер-экспресс,50/50,False,0.0
1270,Казань,Челябинск,2589,779,0.31,Одежда,ЖДД,91871.26,44.16,2024-01-30,Доставлен,3.0,0.98,0.2,7056,C,False,1837.43,9019.67,Стандарт,50/50,False,0.0
1271,Казань,Нижний Новгород,931,2960,7.4,Стройматериалы,Деловые Линии,34524.14,38.62,2023-02-25,Доставлен,3.0,0.95,0.1,3428,A,False,690.48,3241.13,Экспресс,50/50,False,0.0
1272,Санкт-Петербург,Новосибирск,2337,1849,0.92,Медицина,Грузовоз,77323.32,22.42,2023-04-26,Доставлен,2.0,0.9,0.9,1659,B,True,0.0,6070.65,Стандарт,Предоплата,False,0.0
1273,Уфа,Ростов-на-Дону,560,1212,0.48,Игрушки,ЖДД,28247.56,48.68,2023-01-10,Доставлен,1.0,0.98,0.4,5163,B,False,0.0,4176.7,Экспресс,Постоплата,False,0.0
1274,Санкт-Петербург,Самара,747,2383,0.95,Одежда,ЖДД,26139.11,32.92,2023-07-25,Доставлен,2.0,0.98,0.2,6847,B,True,0.0,1568.58,Экспресс,Предоплата,False,0.0
1275,Омск,Самара,1776,1258,0.75,Канцелярия,Деловые Линии,76369.93,37.64,2023-04-08,Доставлен,2.0,0.95,0.3,7389,B,False,0.0,4387.77,Супер-экспресс,50/50,False,0.0
1276,Казань,Нижний Новгород,1552,4747,2.37,Медицина,ПЭК,150140.58,43.02,2023-06-06,Доставлен,1.0,0.92,0.9,8096,B,False,3002.81,14270.0,Супер-экспресс,50/50,False,0.0
1277,Москва,Челябинск,708,1767,1.06,Канцелярия,Грузовоз,15900.64,21.45,2023-09-24,Доставлен,1.0,0.9,0.3,1212,B,False,0.0,1979.06,Экспресс,50/50,False,0.0
1278,Москва,Нижний Новгород,400,3103,1.24,Игрушки,Ратэк,19403.21,31.74,2023-06-15,Доставлен,3.0,0.91,0.4,5042,B,False,0.0,2708.96,Экспресс,Постоплата,False,0.0
1279,Москва,Омск,585,3815,2.29,Канцелярия,Мэйджор,24022.18,24.77,2023-09-23,Доставлен,3.0,0.99,0.3,2790,C,True,0.0,3065.56,Экспресс,50/50,False,0.0
1280,Екатеринбург,Красноярск,941,3111,3.42,Химия,Деловые Линии,55208.3,33.09,2023-09-07,Доставлен,2.0,0.95,0.7,9184,A,True,0.0,3347.14,Экспресс,Постоплата,False,0.0
1281,Москва,Казань,800,4161,1.25,Электроника,Деловые Линии,48201.97,26.05,2023-01-04,Доставлен,1.0,0.95,0.8,4166,A,True,0.0,7158.73,Супер-экспресс,50/50,False,0.0
1282,Москва,Казань,800,2224,0.89,Игрушки,Ратэк,46671.19,48.7,2023-07-25,Доставлен,3.0,0.91,0.4,3557,A,False,933.42,4172.0,Стандарт,50/50,False,0.0
1283,Санкт-Петербург,Челябинск,2119,3108,2.18,Продукты,Ратэк,98315.12,40.12,2023-02-22,Доставлен,3.0,0.91,0.6,9210,B,True,0.0,14200.47,Экспресс,50/50,False,0.0
1284,Екатеринбург,Челябинск,437,2131,1.28,Канцелярия,Деловые Линии,10130.99,17.62,2023-01-09,Ожидает отправки,,0.95,0.3,2350,A,True,202.62,854.21,Супер-экспресс,50/50,False,0.0
1285,Екатеринбург,Челябинск,1249,174,0.19,Химия,Энергия,77213.36,43.61,2023-08-02,Доставлен,3.0,0.96,0.7,6116,C,False,0.0,8897.29,Экспресс,50/50,False,0.0
1286,Санкт-Петербург,Омск,2910,1609,0.97,Канцелярия,ЖДД,104072.23,40.58,2024-01-20,Доставлен,6.0,0.98,0.3,1549,A,False,2081.44,7801.89,Супер-экспресс,50/50,False,0.0
1287,Казань,Красноярск,2101,1875,2.06,Химия,ЖДД,94791.18,35.24,2024-01-15,Доставлен,2.0,0.98,0.7,3085,B,False,0.0,10530.41,Экспресс,Предоплата,False,0.0
1288,Самара,Москва,2066,3057,1.83,Канцелярия,Мэйджор,111219.91,37.19,2023-08-04,Доставлен,4.0,0.99,0.3,7399,C,False,0.0,10994.59,Стандарт,Предоплата,False,0.0
1289,Москва,Нижний Новгород,400,2965,1.78,Канцелярия,ЖДД,16959.44,34.49,2023-01-01,Доставлен,2.0,0.98,0.3,3901,C,True,339.19,938.64,Экспресс,Предоплата,False,0.0
1290,Казань,Нижний Новгород,622,2158,1.08,Медицина,Ратэк,44751.85,40.36,2024-01-04,Доставлен,1.0,0.91,0.9,6901,B,False,0.0,4203.85,Супер-экспресс,Предоплата,False,0.0
1291,Санкт-Петербург,Уфа,463,409,0.16,Одежда,Грузовоз,24049.46,45.47,2023-11-25,Доставлен,2.0,0.9,0.2,8316,B,False,0.0,2589.22,Стандарт,Предоплата,False,19239.57
1292,Москва,Красноярск,2279,1898,2.28,Автозапчасти,Энергия,100280.05,33.01,2023-01-28,Доставлен,2.0,0.96,0.4,6470,A,False,0.0,9098.29,Супер-экспресс,Постоплата,False,0.0
1293,Новосибирск,Москва,2264,638,0.19,Электроника,Грузовоз,104429.95,35.61,2023-08-31,Доставлен,5.0,0.9,0.8,3984,A,True,0.0,5482.7,Супер-экспресс,Постоплата,True,0.0
1294,Москва,Новосибирск,2800,4075,4.89,Автозапчасти,Ратэк,95789.62,30.99,2023-11-20,Доставлен,4.0,0.91,0.4,9184,A,False,1915.79,9306.4,Стандарт,Предоплата,False,0.0
1295,Екатеринбург,Нижний Новгород,610,788,0.87,Химия,Грузовоз,39012.06,49.47,2023-02-12,Доставлен,3.0,0.9,0.7,6239,A,True,0.0,2908.03,Экспресс,Постоплата,False,0.0
1296,Новосибирск,Москва,1719,4831,2.9,Канцелярия,Ратэк,36133.72,17.18,2023-04-13,Доставлен,2.0,0.91,0.3,8135,A,True,0.0,3810.67,Экспресс,Предоплата,False,0.0
1297,Москва,Екатеринбург,1800,4034,3.63,Мебель,Мэйджор,62115.93,16.89,2023-08-04,Доставлен,4.0,0.99,0.5,7326,B,True,1242.32,6249.75,Экспресс,Постоплата,False,0.0
1298,Санкт-Петербург,Ростов-на-Дону,2526,2344,2.81,Автозапчасти,Грузовоз,62343.85,21.95,2023-03-18,Доставлен,3.0,0.9,0.4,3150,B,True,0.0,6869.28,Супер-экспресс,Предоплата,False,0.0
1299,Санкт-Петербург,Челябинск,1012,3141,1.88,Канцелярия,Деловые Линии,28870.85,23.36,2023-01-16,Доставлен,2.0,0.95,0.3,9056,A,True,0.0,3102.12,Экспресс,Предоплата,False,0.0
1300,Омск,Челябинск,1141,4835,3.38,Продукты,Грузовоз,66553.11,38.17,2023-11-05,Доставлен,2.0,0.9,0.6,3658,C,True,0.0,7760.68,Экспресс,Предоплата,False,0.0
1301,Самара,Красноярск,1488,1513,0.45,Электроника,Байкал Сервис,39536.26,16.98,2023-11-07,Доставлен,2.0,0.93,0.8,1575,B,True,790.73,5624.65,Стандарт,Предоплата,False,0.0
1302,Москва,Новосибирск,2800,4247,1.27,Электроника,ЖДД,73979.25,17.71,2023-12-05,Ожидает отправки,,0.98,0.8,6945,C,False,0.0,8847.98,Стандарт,Постоплата,False,0.0
1303,Новосибирск,Уфа,1125,866,0.26,Электроника,Энергия,67560.13,34.89,2023-10-10,Доставлен,3.0,0.96,0.8,6678,B,False,1351.2,4943.37,Экспресс,Предоплата,False,0.0
1304,Москва,Нижний Новгород,400,531,0.21,Игрушки,Энергия,28713.07,48.2,2023-05-07,Доставлен,1.0,0.96,0.4,8954,C,True,0.0,2682.98,Супер-экспресс,Предоплата,False,0.0
1305,Москва,Санкт-Петербург,710,3947,1.58,Одежда,Энергия,42005.68,41.8,2023-07-03,Доставлен,2.0,0.96,0.2,8109,B,False,0.0,5524.97,Стандарт,Предоплата,False,0.0
1306,Санкт-Петербург,Красноярск,2704,4460,1.34,Электроника,ЖДД,131529.27,34.41,2023-12-28,Доставлен,4.0,0.98,0.8,3389,A,False,0.0,15043.28,Экспресс,Предоплата,False,0.0
1307,Новосибирск,Москва,1005,2773,1.11,Игрушки,Ратэк,20016.73,16.42,2023-07-24,Доставлен,3.0,0.91,0.4,5034,A,False,400.33,2002.09,Экспресс,Постоплата,False,0.0
1308,Ростов-на-Дону,Омск,1229,2680,3.22,Автозапчасти,Грузовоз,47107.62,33.42,2023-05-18,Доставлен,3.0,0.9,0.4,2838,B,True,0.0,5881.1,Стандарт,50/50,False,0.0
1309,Санкт-Петербург,Уфа,1667,4586,2.75,Канцелярия,ПЭК,86751.57,43.96,2023-12-23,Доставлен,4.0,0.92,0.3,3874,B,True,1735.03,7962.66,Экспресс,Предоплата,False,69401.26
1310,Казань,Омск,2876,1391,0.42,Электроника,Байкал Сервис,93979.9,21.26,2023-05-16,Доставлен,5.0,0.93,0.8,6288,B,False,0.0,10467.96,Супер-экспресс,50/50,False,0.0
1311,Самара,Омск,474,678,0.47,Продукты,Байкал Сервис,25903.21,34.27,2023-06-19,Ожидает отправки,,0.93,0.6,1552,C,True,518.06,2906.2,Супер-экспресс,Постоплата,False,0.0
1312,Ростов-на-Дону,Омск,2847,2952,1.77,Канцелярия,Байкал Сервис,84958.56,27.82,2023-06-06,Доставлен,3.0,0.93,0.3,8258,C,True,0.0,10440.97,Стандарт,Предоплата,False,0.0
1313,Казань,Санкт-Петербург,1500,2534,3.04,Автозапчасти,Грузовоз,24866.31,15.2,2023-01-03,Доставлен,2.0,0.9,0.4,5573,C,False,0.0,1854.97,Супер-экспресс,Предоплата,False,0.0
1314,Новосибирск,Нижний Новгород,2167,4497,2.7,Канцелярия,Байкал Сервис,80794.97,29.02,2023-06-28,Доставлен,5.0,0.93,0.3,5445,A,False,0.0,6161.67,Стандарт,Постоплата,False,0.0
1315,Санкт-Петербург,Челябинск,3044,4506,5.41,Автозапчасти,Деловые Линии,147572.96,34.06,2023-03-23,Доставлен,4.0,0.95,0.4,6228,C,True,2951.46,12901.34,Стандарт,Постоплата,False,0.0
1316,Челябинск,Санкт-Петербург,1251,1776,0.71,Одежда,Ратэк,30213.19,22.19,2023-06-20,Доставлен,1.0,0.91,0.2,5435,A,True,604.26,2921.62,Стандарт,Постоплата,False,0.0
1317,Казань,Челябинск,710,2812,1.12,Игрушки,Ратэк,30058.77,37.02,2023-03-16,Доставлен,3.0,0.91,0.4,4030,C,False,0.0,3514.4,Супер-экспресс,Постоплата,False,0.0
1318,Москва,Уфа,1984,1619,0.49,Электроника,Энергия,125047.04,31.23,2023-04-19,Доставлен,3.0,0.96,0.8,8471,B,False,0.0,16716.4,Экспресс,Постоплата,False,100037.63
1319,Екатеринбург,Новосибирск,1500,1063,1.28,Автозапчасти,Энергия,84732.17,43.26,2023-12-24,Доставлен,3.0,0.96,0.4,1206,B,False,1694.64,12200.68,Супер-экспресс,50/50,False,67785.74
1320,Уфа,Санкт-Петербург,1877,3016,2.71,Мебель,Ратэк,57270.22,18.77,2023-01-16,Доставлен,4.0,0.91,0.5,3056,A,True,0.0,6484.66,Стандарт,Постоплата,False,45816.18
1321,Казань,Челябинск,2763,2833,3.12,Химия,Деловые Линии,208294.17,49.53,2023-08-18,Доставлен,4.0,0.95,0.7,3423,A,False,0.0,24407.68,Экспресс,Постоплата,False,0.0
1322,Москва,Казань,800,1389,0.69,Медицина,ПЭК,56018.75,44.05,2023-12-31,Доставлен,3.0,0.92,0.9,9343,B,True,0.0,2814.15,Стандарт,50/50,False,0.0
1323,Омск,Екатеринбург,384,499,0.35,Продукты,ЖДД,16826.96,39.32,2023-10-02,Доставлен,3.0,0.98,0.6,3070,A,True,0.0,2100.21,Экспресс,Постоплата,False,0.0
1324,Казань,Самара,478,414,1.03,Стройматериалы,Мэйджор,18924.84,30.57,2023-03-14,Доставлен,1.0,0.99,0.1,6299,A,True,378.5,1647.91,Стандарт,Постоплата,False,0.0
1325,Нижний Новгород,Санкт-Петербург,516,742,0.45,Канцелярия,Энергия,29140.59,46.12,2023-06-20,Доставлен,3.0,0.96,0.3,8758,C,False,0.0,4369.99,Стандарт,Предоплата,False,0.0
1326,Нижний Новгород,Новосибирск,771,2613,2.87,Химия,Деловые Линии,51262.65,35.49,2023-07-20,Доставлен,1.0,0.95,0.7,5672,A,True,0.0,6725.86,Стандарт,Постоплата,False,0.0
1327,Санкт-Петербург,Казань,406,3366,2.36,Продукты,ЖДД,23012.98,37.88,2023-01-02,Доставлен,3.0,0.98,0.6,2900,C,False,0.0,3224.38,Экспресс,Постоплата,False,0.0
1328,Москва,Красноярск,1532,4770,1.43,Электроника,Грузовоз,135045.61,45.24,2023-02-11,Доставлен,3.0,0.9,0.8,6081,C,False,0.0,17732.43,Супер-экспресс,Предоплата,False,0.0
1329,Санкт-Петербург,Казань,1021,4158,1.66,Одежда,Ратэк,39058.24,29.49,2023-09-07,Доставлен,1.0,0.91,0.2,4337,B,True,781.16,3612.23,Стандарт,Предоплата,False,0.0
1330,Москва,Уфа,624,2595,1.82,Продукты,ЖДД,32827.16,42.05,2023-06-04,Доставлен,3.0,0.98,0.6,8873,B,True,0.0,4113.5,Стандарт,Предоплата,False,0.0
1331,Екатеринбург,Новосибирск,1500,931,0.28,Электроника,Мэйджор,49261.62,15.79,2023-05-14,Доставлен,2.0,0.99,0.8,8322,B,False,985.23,4820.27,Стандарт,50/50,False,0.0
1332,Санкт-Петербург,Екатеринбург,2200,1388,1.53,Химия,ЖДД,83453.28,32.78,2023-06-07,Доставлен,2.0,0.98,0.7,3213,A,True,0.0,11020.74,Экспресс,50/50,False,0.0
1333,Москва,Челябинск,1997,2610,2.35,Мебель,Ратэк,104103.2,35.91,2023-12-02,Доставлен,4.0,0.91,0.5,7868,A,False,0.0,14660.64,Экспресс,50/50,False,0.0
1334,Новосибирск,Красноярск,800,4949,5.44,Химия,ЖДД,33658.56,26.02,2023-10-22,Задержан,,0.98,0.7,9138,C,True,673.17,2006.71,Супер-экспресс,50/50,False,0.0
1335,Санкт-Петербург,Москва,710,868,0.61,Продукты,ЖДД,33904.48,42.94,2023-12-26,Доставлен,1.0,0.98,0.6,9069,C,False,0.0,4092.95,Супер-экспресс,50/50,False,0.0
1336,Ростов-на-Дону,Самара,2510,1601,0.64,Игрушки,Байкал Сервис,94855.08,34.61,2023-09-09,Доставлен,3.0,0.93,0.4,9404,B,True,1897.1,6609.03,Стандарт,Постоплата,False,0.0
1337,Москва,Самара,1741,2951,1.48,Медицина,ПЭК,69651.33,20.73,2023-11-16,В пути,,0.92,0.9,1570,B,True,1393.03,3856.47,Стандарт,50/50,False,0.0
1338,Москва,Ростов-на-Дону,420,2551,1.02,Игрушки,Байкал Сервис,32257.93,47.47,2023-11-14,Доставлен,1.0,0.93,0.4,9009,B,True,0.0,3843.86,Супер-экспресс,Предоплата,True,0.0
1339,Екатеринбург,Москва,1800,54,0.04,Продукты,Мэйджор,126174.03,44.04,2023-04-01,Доставлен,2.0,0.99,0.6,8802,B,False,0.0,15287.82,Стандарт,50/50,False,0.0
1340,Москва,Самара,2601,3344,8.36,Стройматериалы,ЖДД,50805.44,27.0,2023-09-11,Доставлен,5.0,0.98,0.1,6796,C,True,0.0,2863.12,Стандарт,Постоплата,False,40644.35
1341,Санкт-Петербург,Самара,2269,738,0.3,Игрушки,Грузовоз,58692.95,30.64,2023-09-11,Доставлен,2.0,0.9,0.4,6861,B,False,1173.86,3948.44,Экспресс,Постоплата,False,0.0
1342,Уфа,Новосибирск,2219,4647,1.86,Одежда,Мэйджор,129220.66,36.66,2023-01-11,Ожидает отправки,,0.99,0.2,6507,B,False,2584.41,16028.57,Стандарт,50/50,False,0.0
1343,Омск,Самара,1884,3611,2.53,Продукты,ПЭК,82148.19,27.71,2023-01-01,Доставлен,3.0,0.92,0.6,2106,B,False,0.0,6132.7,Экспресс,Предоплата,False,65718.55
1344,Екатеринбург,Новосибирск,1500,4622,1.39,Электроника,Деловые Линии,140033.8,42.38,2023-03-24,В пути,,0.95,0.8,9122,C,True,0.0,10866.44,Супер-экспресс,Постоплата,False,0.0
1345,Челябинск,Казань,462,4728,1.89,Одежда,ЖДД,20813.89,33.85,2023-09-06,Доставлен,3.0,0.98,0.2,6199,B,True,416.28,3031.72,Экспресс,Предоплата,False,0.0
1346,Москва,Челябинск,1592,2035,5.09,Стройматериалы,ЖДД,32211.88,28.78,2023-01-09,Доставлен,3.0,0.98,0.1,8675,A,True,0.0,2676.26,Стандарт,Предоплата,False,25769.5
1347,Уфа,Екатеринбург,2459,1467,0.44,Электроника,ЖДД,50531.05,15.62,2023-02-01,Доставлен,5.0,0.98,0.8,4149,A,True,1010.62,6438.85,Экспресс,Постоплата,False,0.0
1348,Омск,Уфа,1430,4542,5.0,Химия,Байкал Сервис,125743.22,45.01,2023-01-25,Доставлен,2.0,0.93,0.7,7811,C,False,2514.86,8572.82,Стандарт,Предоплата,False,0.0
1349,Красноярск,Санкт-Петербург,1008,195,0.14,Продукты,ЖДД,19029.98,19.25,2024-01-28,Доставлен,3.0,0.98,0.6,2558,B,True,0.0,1385.36,Экспресс,Предоплата,False,0.0
1350,Екатеринбург,Уфа,2305,3111,1.24,Одежда,Мэйджор,84750.52,26.2,2023-08-30,Доставлен,5.0,0.99,0.2,6224,B,False,0.0,8022.14,Супер-экспресс,50/50,True,67800.42
1351,Москва,Казань,800,4957,2.48,Медицина,ПЭК,65360.91,41.16,2023-05-05,Доставлен,1.0,0.92,0.9,4813,A,True,1307.22,8208.18,Экспресс,50/50,False,0.0
1352,Казань,Уфа,2477,1320,1.58,Автозапчасти,ПЭК,73248.05,28.96,2023-08-05,Доставлен,6.0,0.92,0.4,1820,B,False,0.0,4248.78,Экспресс,Постоплата,False,0.0
